0.1,0.026529,0.026532,0.024956
0.105,0.026652,0.026783,0.024931
0.11,0.026696,0.02674,0.024975
0.115,0.026779,0.026787,0.025004
0.12,0.02705,0.026874,0.02501
0.125,0.026973,0.027028,0.02502
0.13,0.027034,0.027092,0.025048
0.135,0.027139,0.027105,0.024958
0.14,0.027135,0.027237,0.024972
0.145,0.027335,0.027248,0.025027
0.15,0.027397,0.027265,0.024999
0.155,0.027521,0.027537,0.024996
0.16,0.027616,0.027657,0.025001
0.165,0.02766,0.027758,0.024975
0.17,0.027812,0.027843,0.024972
0.175,0.027799,0.027887,0.025004
0.18,0.027854,0.027952,0.024941
0.185,0.028046,0.028106,0.025031
0.19,0.028176,0.02818,0.024986
0.195,0.028325,0.028359,0.02497
0.2,0.028294,0.028419,0.025002
0.205,0.028488,0.028581,0.02494
0.21,0.028683,0.028468,0.025051
0.215,0.02865,0.028629,0.024997
0.22,0.02866,0.028654,0.025019
0.225,0.028922,0.028897,0.024991
0.23,0.028905,0.028828,0.025001
0.235,0.029073,0.02914,0.025037
0.24,0.029211,0.029242,0.024963
0.245,0.029182,0.029223,0.024962
0.25,0.029384,0.029463,0.024932
0.255,0.029593,0.029444,0.024912
0.26,0.029574,0.029636,0.024954
0.265,0.029707,0.02967,0.025042
0.27,0.029834,0.029833,0.025085
0.275,0.029903,0.029837,0.024974
0.28,0.029988,0.030062,0.02488
0.285,0.030163,0.03012,0.024942
0.29,0.030271,0.030321,0.025018
0.295,0.030351,0.030409,0.025032
0.3,0.030457,0.030488,0.025001
0.305,0.030468,0.030603,0.024866
0.31,0.030694,0.030592,0.024909
0.315,0.030801,0.0308,0.024983
0.32,0.030999,0.031058,0.025029
0.325,0.031053,0.031145,0.024862
0.33,0.031183,0.031241,0.024951
0.335,0.031286,0.031358,0.024943
0.34,0.031456,0.031525,0.024884
0.345,0.031481,0.031531,0.024981
0.35,0.031538,0.031851,0.024883
0.355,0.031812,0.031859,0.024813
0.36,0.031881,0.031943,0.024858
0.365,0.032033,0.032142,0.024952
0.37,0.032092,0.032008,0.024898
0.375,0.032248,0.032358,0.024908
0.38,0.032439,0.032321,0.024904
0.385,0.032657,0.032495,0.024906
0.39,0.032639,0.03287,0.024895
0.395,0.032835,0.032755,0.024886
0.4,0.033035,0.03287,0.024903
0.405,0.033109,0.033134,0.02487
0.41,0.033303,0.033239,0.024933
0.415,0.03334,0.033407,0.024959
0.42,0.033508,0.033445,0.024883
0.425,0.033677,0.033599,0.024838
0.43,0.033814,0.033818,0.024903
0.435,0.033948,0.034096,0.024896
0.44,0.034202,0.034374,0.024937
0.445,0.034125,0.034187,0.024783
0.45,0.03441,0.034389,0.024845
0.455,0.03458,0.034511,0.024793
0.46,0.034799,0.03472,0.02481
0.465,0.0349,0.034729,0.024829
0.47,0.035009,0.035154,0.024911
0.475,0.035107,0.035262,0.024823
0.48,0.035259,0.035457,0.024821
0.485,0.035567,0.035628,0.024825
0.49,0.035611,0.035722,0.024874
0.495,0.035803,0.035667,0.024784
0.5,0.035928,0.036035,0.024847
0.505,0.036163,0.036116,0.024817
0.51,0.036347,0.036305,0.024816
0.515,0.036442,0.036402,0.024745
0.52,0.03659,0.036731,0.024693
0.525,0.036625,0.036895,0.024758
0.53,0.036994,0.036999,0.024751
0.535,0.037152,0.037147,0.024654
0.54,0.037249,0.037444,0.024695
0.545,0.037392,0.037589,0.024639
0.55,0.037491,0.037875,0.02478
0.555,0.037937,0.038035,0.024714
0.56,0.038055,0.038092,0.024658
0.565,0.038149,0.038489,0.024667
0.57,0.03848,0.038668,0.024646
0.575,0.03851,0.038738,0.024672
0.58,0.0388,0.038849,0.024694
0.585,0.039049,0.039235,0.024558
0.59,0.039343,0.039416,0.024654
0.595,0.039339,0.039434,0.024658
0.6,0.039465,0.039692,0.024518
0.605,0.039679,0.040162,0.024531
0.61,0.039921,0.040334,0.024621
0.615,0.040252,0.040236,0.024461
0.62,0.040343,0.040931,0.024491
0.625,0.040511,0.040642,0.024467
0.63,0.040767,0.04115,0.02441
0.635,0.040971,0.041251,0.024489
0.64,0.041174,0.041775,0.024456
0.645,0.041337,0.041752,0.024388
0.65,0.041585,0.042063,0.024435
0.655,0.041839,0.04232,0.024332
0.66,0.042047,0.042373,0.024395
0.665,0.042214,0.043068,0.02433
0.67,0.042477,0.043107,0.024283
0.675,0.042508,0.043263,0.024276
0.68,0.042716,0.043483,0.024282
0.685,0.043012,0.043834,0.024162
0.69,0.043187,0.04387,0.024195
0.695,0.043553,0.044302,0.024151
0.7,0.043811,0.044535,0.024118
0.705,0.043931,0.044808,0.024102
0.71,0.043917,0.044764,0.023988
0.715,0.044446,0.045291,0.024003
0.72,0.044475,0.04569,0.02399
0.725,0.044785,0.045721,0.023953
0.73,0.044969,0.046304,0.023924
0.735,0.045113,0.046343,0.023922
0.74,0.045345,0.046766,0.023859
0.745,0.045464,0.046765,0.023767
0.75,0.045853,0.047041,0.023697
0.755,0.045891,0.047508,0.02364
0.76,0.046037,0.047768,0.023648
0.765,0.04641,0.048339,0.023656
0.77,0.046542,0.04856,0.023443
0.775,0.046714,0.048793,0.023498
0.78,0.046891,0.049172,0.023449
0.785,0.047143,0.049549,0.023392
0.79,0.047481,0.050069,0.023257
0.795,0.047666,0.050276,0.023204
0.8,0.047635,0.050633,0.023158
0.805,0.047991,0.050327,0.023058
0.81,0.047978,0.050841,0.022939
0.815,0.048303,0.051085,0.022923
0.82,0.04823,0.05167,0.022819
0.825,0.048482,0.051979,0.022773
0.83,0.048418,0.052414,0.022812
0.835,0.048713,0.052909,0.022563
0.84,0.048886,0.053076,0.022587
0.845,0.048835,0.053671,0.022493
0.85,0.048957,0.054114,0.022312
0.855,0.049168,0.054568,0.022241
0.86,0.049171,0.054188,0.022098
0.865,0.049148,0.054918,0.022007
0.87,0.049577,0.055178,0.021982
0.875,0.049344,0.056299,0.021912
0.88,0.049459,0.056316,0.021713
0.885,0.049465,0.056887,0.021664
0.89,0.049494,0.056874,0.021499
0.895,0.049451,0.057387,0.021471
0.9,0.04943,0.0583,0.021206
0.905,0.049336,0.058878,0.021195
0.91,0.049757,0.05938,0.020973
0.915,0.049027,0.059464,0.020933
0.92,0.049219,0.058674,0.020795
0.925,0.048931,0.060601,0.020671
0.93,0.049163,0.060213,0.020564
0.935,0.048849,0.060957,0.020363
0.94,0.049031,0.06198,0.02026
0.945,0.048877,0.063211,0.0201
0.95,0.048547,0.061613,0.020033
0.955,0.048595,0.063052,0.0199
0.96,0.048035,0.0643,0.019613
0.965,0.047902,0.063508,0.019535
0.97,0.0477,0.063899,0.019395
0.975,0.047706,0.064032,0.019305
0.98,0.047282,0.066851,0.019168
0.985,0.046901,0.065406,0.018987
0.99,0.046812,0.064771,0.018794
0.995,0.046334,0.065085,0.018648
1,0.045939,0.06501,0.018575
1.005,0.045635,0.066029,0.018339
1.01,0.045263,0.065621,0.018233
1.015,0.044981,0.066901,0.018046
1.02,0.044437,0.064618,0.017926
1.025,0.044178,0.068732,0.017812
1.03,0.043845,0.067608,0.017636
1.035,0.043389,0.067038,0.017398
1.04,0.042912,0.06665,0.017311
1.045,0.042459,0.069966,0.017165
1.05,0.042188,0.065542,0.016946
1.055,0.041732,0.066764,0.016819
1.06,0.040938,0.065484,0.01668
1.065,0.040486,0.068552,0.016485
1.07,0.040346,0.067276,0.016346
1.075,0.039695,0.064957,0.016194
1.08,0.039423,0.067505,0.016029
1.085,0.038563,0.068437,0.015942
1.09,0.038225,0.070481,0.015782
1.095,0.037536,0.062106,0.015641
1.1,0.037173,0.06223,0.015438
1.105,0.036494,0.063434,0.015344
1.11,0.036194,0.064066,0.0152
1.115,0.035523,0.066982,0.015011
1.12,0.035018,0.065378,0.014855
1.125,0.034456,0.063694,0.014685
1.13,0.033989,0.05968,0.014565
1.135,0.033337,0.063578,0.014472
1.14,0.033444,0.069432,0.014248
1.145,0.0326,0.05489,0.014216
1.15,0.031862,0.085249,0.014226
1.155,0.03136,0.058842,0.013869
1.16,0.030747,0.058031,0.013792
1.165,0.0306,0.065234,0.013669
1.17,0.029717,0.054783,0.013466
1.175,0.029454,0.054565,0.013359
1.18,0.028975,0.052064,0.013167
1.185,0.028699,0.059495,0.013031
1.19,0.028198,0.052802,0.012928
1.195,0.027515,0.050318,0.012801
1.2,0.027,0.053589,0.012725
1.205,0.026687,0.047019,0.012541
1.21,0.026327,0.051659,0.012466
1.215,0.025675,0.051621,0.012306
1.22,0.025389,0.046317,0.012166
1.225,0.024948,0.042046,0.012035
1.23,0.024325,0.041857,0.011924
1.235,0.023968,0.041743,0.011785
1.24,0.023648,0.048649,0.011719
1.245,0.023115,0.044041,0.011579
1.25,0.022762,0.040492,0.011437
