0,0
0.075,0.084121
0.01875,0.022547
0.0046875,0.0087453
0,0
0.075,0.086211
0.01875,0.025579
0.0046875,0.011297
0,0
0.075,0.083554
0.01875,0.026524
0.0046875,0.0064981
0,0
0.075,0.083783
0.01875,0.028587
0.0046875,0.0070399
0,0
0.075,0.085245
0.01875,0.02828
0.0046875,0.0059321
0,0
0.075,0.090723
0.01875,0.025761
0.0046875,0.0052714
0,0
0.075,0.085834
0.01875,0.028825
0.0046875,0.0059685
0,0
0.075,0.085192
0.01875,0.026806
0.0046875,0.006742
0,0
0.075,0.083479
0.01875,0.024411
0.0046875,0.007942
0,0
0.075,0.081992
0.01875,0.026282
0.0046875,0.0070116
0,0
0.075,0.083075
0.01875,0.024545
0.0046875,0.0078728
0,0
0.075,0.087716
0.01875,0.022389
0.0046875,0.0094265
0,0
0.075,0.085207
0.01875,0.023224
0.0046875,0.0098011
0,0
0.075,0.084673
0.01875,0.026069
0.0046875,0.0048589
0,0
0.075,0.083739
0.01875,0.023286
0.0046875,0.0049455
0,0
0.075,0.089149
0.01875,0.026873
0.0046875,0.0075952
0,0
0.075,0.087656
0.01875,0.025295
0.0046875,0.0085104
0,0
0.075,0.085685
0.01875,0.022157
0.0046875,0.0018652
0,0
0.075,0.085529
0.01875,0.024519
0.0046875,0.0062082
0,0
0.075,0.085726
0.01875,0.024256
0.0046875,0.007803
0,0
0.075,0.088176
0.01875,0.024934
0.0046875,0.0060849
0,0
0.075,0.085344
0.01875,-0.0050308
0.0046875,0.010344
0,0
0.075,0.088549
0.01875,0.023003
0.0046875,0.0068327
0,0
0.075,0.081526
0.01875,0.020922
0.0046875,0.0071495
0,0
0.075,0.083786
0.01875,0.023787
0.0046875,0.0085876
0,0
0.075,0.088027
0.01875,0.020566
0.0046875,0.0076471
0,0
0.075,0.086951
0.01875,0.026194
0.0046875,0.010321
0,0
0.075,0.086043
0.01875,0.026268
0.0046875,0.009294
0,0
0.075,0.083611
0.01875,0.023281
0.0046875,0.0085896
0,0
0.075,0.085717
0.01875,0.024178
0.0046875,0.006516
0,0
0.075,0.08477
0.01875,0.025821
0.0046875,0.010246
0,0
0.075,0.084193
0.01875,0.024416
0.0046875,0.0091568
0,0
0.075,0.081488
0.01875,0.02742
0.0046875,0.0067406
0,0
0.075,0.083307
0.01875,0.025273
0.0046875,0.0083701
0,0
0.075,0.080944
0.01875,0.023214
0.0046875,0.00867
0,0
0.075,0.088272
0.01875,0.02498
0.0046875,0.0091335
0,0
0.075,0.088535
0.01875,0.027084
0.0046875,0.0085222
0,0
0.075,0.07876
0.01875,0.024581
0.0046875,0.0097732
0,0
0.075,0.085897
0.01875,0.022903
0.0046875,0.010179
0,0
0.075,0.087893
0.01875,0.028205
0.0046875,0.0051184
0.075,0.084121
0,0
0.075,0.085677
0.01875,0.022244
0.075,0.086211
0,0
0.075,0.081872
0.01875,0.023969
0.075,0.083554
0,0
0.075,0.088776
0.01875,0.02588
0.075,0.083783
0,0
0.075,0.085228
0.01875,0.022164
0.075,0.085245
0,0
0.075,0.088697
0.01875,0.029122
0.075,0.090723
0,0
0.075,0.088504
0.01875,0.026681
0.075,0.085834
0,0
0.075,0.09235
0.01875,0.027949
0.075,0.085192
0,0
0.075,0.082727
0.01875,0.02383
0.075,0.083479
0,0
0.075,0.090884
0.01875,0.02636
0.075,0.081992
0,0
0.075,0.087031
0.01875,0.025561
0.075,0.083075
0,0
0.075,0.091792
0.01875,0.028872
0.075,0.087716
0,0
0.075,0.088206
0.01875,0.021966
0.075,0.085207
0,0
0.075,0.085516
0.01875,0.028015
0.075,0.084673
0,0
0.075,0.091656
0.01875,0.021719
0.075,0.083739
0,0
0.075,0.089781
0.01875,0.024806
0.075,0.089149
0,0
0.075,0.08376
0.01875,0.025578
0.075,0.087656
0,0
0.075,0.085042
0.01875,0.023232
0.075,0.085685
0,0
0.075,0.085052
0.01875,0.024353
0.075,0.085529
0,0
0.075,0.089073
0.01875,0.025792
0.075,0.085726
0,0
0.075,0.078334
0.01875,0.025914
0.075,0.088176
0,0
0.075,0.090038
0.01875,0.023446
0.075,0.085344
0,0
0.075,0.085802
0.01875,0.025718
0.075,0.088549
0,0
0.075,0.086598
0.01875,0.024464
0.075,0.081526
0,0
0.075,0.081241
0.01875,0.025499
0.075,0.083786
0,0
0.075,0.084906
0.01875,0.026685
0.075,0.088027
0,0
