0.1,-0.010925,-0.011041,-0.010843
0.105,-0.011768,-0.011342,-0.011632
0.11,-0.012455,-0.011883,-0.012281
0.115,-0.013721,-0.012704,-0.013215
0.12,-0.013653,-0.014046,-0.014661
0.125,-0.014521,-0.014506,-0.014788
0.13,-0.014859,-0.014994,-0.015167
0.135,-0.016004,-0.015597,-0.015658
0.14,-0.015894,-0.016161,-0.016034
0.145,-0.016584,-0.016409,-0.01657
0.15,-0.017611,-0.017255,-0.017909
0.155,-0.018125,-0.018272,-0.018063
0.16,-0.01901,-0.019255,-0.018795
0.165,-0.019589,-0.01973,-0.0198
0.17,-0.020147,-0.019749,-0.020157
0.175,-0.020961,-0.021368,-0.021209
0.18,-0.021982,-0.02189,-0.022437
0.185,-0.022172,-0.022185,-0.022593
0.19,-0.023362,-0.023241,-0.023347
0.195,-0.023974,-0.02377,-0.023839
0.2,-0.024971,-0.024209,-0.025046
0.205,-0.024885,-0.025151,-0.02559
0.21,-0.02599,-0.026018,-0.026095
0.215,-0.026723,-0.026882,-0.026824
0.22,-0.027475,-0.027285,-0.02798
0.225,-0.028962,-0.028801,-0.028285
0.23,-0.029029,-0.029575,-0.029908
0.235,-0.030235,-0.029887,-0.03027
0.24,-0.030645,-0.030022,-0.030703
0.245,-0.031766,-0.031559,-0.032251
0.25,-0.032172,-0.031285,-0.032107
0.255,-0.033215,-0.03276,-0.034015
0.26,-0.034295,-0.034481,-0.034749
0.265,-0.034922,-0.035461,-0.035907
0.27,-0.03586,-0.036101,-0.036029
0.275,-0.036808,-0.03643,-0.03696
0.28,-0.037455,-0.037559,-0.037804
0.285,-0.03872,-0.038094,-0.038805
0.29,-0.039915,-0.039437,-0.040377
0.295,-0.040152,-0.039677,-0.040476
0.3,-0.041137,-0.041319,-0.041559
0.305,-0.042553,-0.041477,-0.042267
0.31,-0.043017,-0.042979,-0.044146
0.315,-0.04438,-0.043763,-0.044371
0.32,-0.044669,-0.044989,-0.045525
0.325,-0.046284,-0.045909,-0.046605
0.33,-0.047283,-0.047164,-0.047341
0.335,-0.04796,-0.047869,-0.048249
0.34,-0.049332,-0.04949,-0.050397
0.345,-0.050316,-0.05094,-0.050609
0.35,-0.051511,-0.051335,-0.051811
0.355,-0.053031,-0.05201,-0.052403
0.36,-0.053449,-0.053087,-0.053399
0.365,-0.054375,-0.055017,-0.055436
0.37,-0.055737,-0.05617,-0.055743
0.375,-0.05702,-0.055725,-0.056625
0.38,-0.057907,-0.058166,-0.059244
0.385,-0.058455,-0.05849,-0.059324
0.39,-0.060372,-0.059821,-0.060927
0.395,-0.061343,-0.061614,-0.061994
0.4,-0.062734,-0.062909,-0.063713
0.405,-0.06391,-0.062823,-0.063894
0.41,-0.065232,-0.063779,-0.065138
0.415,-0.065944,-0.065891,-0.06701
0.42,-0.067278,-0.066603,-0.067791
0.425,-0.068906,-0.068202,-0.069743
0.43,-0.070279,-0.069819,-0.071028
0.435,-0.070883,-0.0706,-0.07203
0.44,-0.07231,-0.072074,-0.072918
0.445,-0.073413,-0.074288,-0.074759
0.45,-0.07586,-0.074226,-0.076037
0.455,-0.077562,-0.076991,-0.078458
0.46,-0.078271,-0.077193,-0.078842
0.465,-0.079464,-0.079632,-0.081158
0.47,-0.080552,-0.080671,-0.081538
0.475,-0.08272,-0.081667,-0.083701
0.48,-0.083977,-0.083009,-0.08482
0.485,-0.085502,-0.084983,-0.087179
0.49,-0.086703,-0.086446,-0.088139
0.495,-0.089262,-0.0875,-0.090044
0.5,-0.089954,-0.089097,-0.091825
0.505,-0.091892,-0.091669,-0.093517
0.51,-0.093519,-0.093128,-0.095456
0.515,-0.094936,-0.094378,-0.096579
0.52,-0.096691,-0.095636,-0.098427
0.525,-0.097762,-0.097641,-0.099904
0.53,-0.099948,-0.098731,-0.10237
0.535,-0.10213,-0.10157,-0.10461
0.54,-0.10358,-0.10295,-0.1059
0.545,-0.10573,-0.10443,-0.1078
0.55,-0.10687,-0.10525,-0.1092
0.555,-0.10869,-0.10718,-0.11094
0.56,-0.11088,-0.10995,-0.11462
0.565,-0.11248,-0.11123,-0.11575
0.57,-0.11481,-0.11243,-0.11705
0.575,-0.11685,-0.11553,-0.12053
0.58,-0.11828,-0.11734,-0.12218
0.585,-0.12053,-0.11771,-0.12401
0.59,-0.1237,-0.12083,-0.12675
0.595,-0.12467,-0.12274,-0.12843
0.6,-0.12704,-0.12362,-0.13027
0.605,-0.12912,-0.12646,-0.13309
0.61,-0.13204,-0.1289,-0.13623
0.615,-0.13337,-0.12992,-0.13815
0.62,-0.13641,-0.13342,-0.14087
0.625,-0.13841,-0.13453,-0.14276
0.63,-0.14028,-0.1369,-0.14588
0.635,-0.14221,-0.13794,-0.14848
0.64,-0.14495,-0.14137,-0.15092
0.645,-0.14819,-0.14427,-0.15381
0.65,-0.15007,-0.14463,-0.15615
0.655,-0.15289,-0.14863,-0.15985
0.66,-0.15476,-0.15054,-0.16291
0.665,-0.15826,-0.15246,-0.16569
0.67,-0.1601,-0.15585,-0.16825
0.675,-0.16346,-0.15784,-0.17126
0.68,-0.16635,-0.15961,-0.17457
0.685,-0.1687,-0.16323,-0.17865
0.69,-0.17176,-0.164,-0.18112
0.695,-0.1738,-0.16642,-0.1843
0.7,-0.17795,-0.16942,-0.18714
0.705,-0.18016,-0.17232,-0.19164
0.71,-0.18309,-0.17536,-0.19451
0.715,-0.18614,-0.17838,-0.19872
0.72,-0.18973,-0.17994,-0.20224
0.725,-0.19212,-0.18224,-0.20562
0.73,-0.19542,-0.18638,-0.21082
0.735,-0.19922,-0.18858,-0.21365
0.74,-0.20341,-0.19162,-0.2183
0.745,-0.20614,-0.19452,-0.22185
0.75,-0.20878,-0.19636,-0.22565
0.755,-0.21278,-0.20077,-0.23141
0.76,-0.21595,-0.20277,-0.23453
0.765,-0.2193,-0.20558,-0.23954
0.77,-0.22315,-0.2087,-0.24346
0.775,-0.22675,-0.21047,-0.24784
0.78,-0.23031,-0.21415,-0.25273
0.785,-0.23435,-0.21617,-0.2568
0.79,-0.23831,-0.21936,-0.26138
0.795,-0.2424,-0.22393,-0.26707
0.8,-0.24555,-0.22556,-0.27114
0.805,-0.25052,-0.23183,-0.27698
0.81,-0.25448,-0.2334,-0.2814
0.815,-0.25792,-0.2351,-0.28694
0.82,-0.26279,-0.2395,-0.29256
0.825,-0.26714,-0.24181,-0.29763
0.83,-0.27246,-0.24446,-0.30273
0.835,-0.27535,-0.24749,-0.3077
0.84,-0.27991,-0.25319,-0.31467
0.845,-0.28456,-0.25495,-0.31978
0.85,-0.28902,-0.25649,-0.32504
0.855,-0.29283,-0.26155,-0.33146
0.86,-0.29845,-0.26611,-0.33721
0.865,-0.30324,-0.26865,-0.34335
0.87,-0.3073,-0.27225,-0.34857
0.875,-0.31215,-0.27308,-0.35432
0.88,-0.3183,-0.27839,-0.36083
0.885,-0.32193,-0.2822,-0.36744
0.89,-0.32733,-0.2865,-0.37321
0.895,-0.33231,-0.28975,-0.37887
0.9,-0.33797,-0.29145,-0.38475
0.905,-0.34244,-0.29571,-0.39073
0.91,-0.34801,-0.29794,-0.39728
0.915,-0.35425,-0.3028,-0.40379
0.92,-0.35819,-0.30808,-0.40967
0.925,-0.36463,-0.30615,-0.41563
0.93,-0.36928,-0.31346,-0.42218
0.935,-0.37526,-0.31838,-0.42875
0.94,-0.37973,-0.31996,-0.43471
0.945,-0.38531,-0.3209,-0.44018
0.95,-0.39151,-0.33017,-0.4466
0.955,-0.3974,-0.33274,-0.45325
0.96,-0.40352,-0.33382,-0.45998
0.965,-0.40904,-0.34222,-0.46539
0.97,-0.4144,-0.34451,-0.47176
0.975,-0.41984,-0.35178,-0.47819
0.98,-0.42571,-0.34862,-0.48442
0.985,-0.43169,-0.3581,-0.48984
0.99,-0.4379,-0.36551,-0.4964
0.995,-0.44349,-0.36911,-0.50229
1,-0.44961,-0.37736,-0.50851
1.005,-0.45498,-0.38089,-0.51457
1.01,-0.46051,-0.38726,-0.52024
1.015,-0.46646,-0.38863,-0.526
1.02,-0.47217,-0.39776,-0.5318
1.025,-0.47847,-0.39436,-0.53655
1.03,-0.48407,-0.40452,-0.54338
1.035,-0.48974,-0.41063,-0.54903
1.04,-0.49564,-0.41601,-0.55411
1.045,-0.50131,-0.41428,-0.55956
1.05,-0.50721,-0.4313,-0.56544
1.055,-0.51293,-0.43435,-0.57083
1.06,-0.51994,-0.43996,-0.57563
1.065,-0.52533,-0.44035,-0.58115
1.07,-0.53043,-0.44775,-0.58642
1.075,-0.53639,-0.45882,-0.59144
1.08,-0.54096,-0.45916,-0.59634
1.085,-0.54786,-0.46405,-0.60098
1.09,-0.5533,-0.46544,-0.60702
1.095,-0.55904,-0.48698,-0.61116
1.1,-0.56337,-0.49133,-0.61698
1.105,-0.56984,-0.49413,-0.62039
1.11,-0.57422,-0.50006,-0.62512
1.115,-0.58005,-0.49834,-0.63049
1.12,-0.58565,-0.50645,-0.63525
1.125,-0.59036,-0.51399,-0.63946
1.13,-0.59576,-0.52833,-0.64494
1.135,-0.60146,-0.52511,-0.64818
1.14,-0.6051,-0.52207,-0.65323
1.145,-0.61092,-0.5504,-0.65704
1.15,-0.61678,-0.48735,-0.65448
1.155,-0.62192,-0.55611,-0.66592
1.16,-0.62734,-0.55882,-0.66945
1.165,-0.63064,-0.55302,-0.67333
1.17,-0.63717,-0.57397,-0.67789
1.175,-0.64057,-0.57907,-0.68179
1.18,-0.64543,-0.5875,-0.6857
1.185,-0.64915,-0.58142,-0.68959
1.19,-0.65428,-0.59573,-0.69308
1.195,-0.65961,-0.60364,-0.69729
1.2,-0.66364,-0.60492,-0.70084
1.205,-0.66771,-0.61712,-0.70471
1.21,-0.67204,-0.61663,-0.7079
1.215,-0.67662,-0.62023,-0.71176
1.22,-0.68088,-0.63206,-0.71541
1.225,-0.68426,-0.64211,-0.71876
1.23,-0.68941,-0.64534,-0.72157
1.235,-0.6932,-0.65098,-0.72634
1.24,-0.6972,-0.64721,-0.72913
1.245,-0.70168,-0.65535,-0.73222
1.25,-0.70532,-0.66391,-0.73566
